x,y,z
0.11578154129267708,-0.10533651291909119,0.17091982066631317
0.11578476502844828,-0.1004516043863451,0.16663849353790283
0.11583875784756038,-0.10515420145173753,0.1702936589717865
0.1158431844034444,-0.105173844409367,0.1696038693189621
0.11585746776980296,-0.10177727672320157,0.16854071617126465
0.11587222268516464,-0.10587688932590515,0.17031444609165192
0.11587568967178835,-0.10012810695838993,0.1662846803665161
0.11588097623622952,-0.10173615121644938,0.16764222085475922
0.1159014969235513,-0.10571605888912201,0.17127658426761627
0.11592943194586187,-0.1056945763399993,0.16968829929828644
0.11593375894104274,-0.10153419527291406,0.16770584881305695
0.11594850656221835,-0.10563380635706547,0.1694795787334442
0.11594850656221835,-0.10563380635706547,0.1694795787334442
0.11594864295818161,-0.10058990697902946,0.16843846440315247
0.11598834511674909,-0.10868907021203515,0.1731567680835724
0.11599327276271028,-0.10698096853723073,0.17297008633613586
0.11599745758629396,-0.10786447803544326,0.17202875018119812
0.11603585006985939,-0.10687906423480646,0.17186285555362701
0.11604484687177677,-0.10187445229058158,0.16944217681884766
0.11604988137262719,-0.10434637615904406,0.17054815590381622
0.1160835982738222,-0.10420518442280866,0.17082050442695618
0.11613602206015543,-0.10068708254640947,0.16933991014957428
0.11616395860101818,-0.10066559270310069,0.16775162518024445
0.11621326550646945,-0.10621242490271449,0.17184501886367798
0.11621854477672454,-0.10782046764222178,0.1732025444507599
0.11622116786171541,-0.10048327971719484,0.16712546348571777
0.1162282651912358,-0.10944815637646288,0.1738702952861786
0.11626690092565374,-0.10759886874105697,0.17395596206188202
0.11636129407416969,-0.10152658165140051,0.1695723831653595
0.1163724590410941,-0.10719495533543416,0.17408321797847748
0.11640568062784584,-0.1087815170443709,0.17385245859622955
0.1164138335281304,-0.10218849954263431,0.1693844497203827
0.11642056464498472,-0.1078372287504863,0.17458507418632507
0.1165393189742983,-0.10331221593595546,0.17135030031204224
0.11659149221559295,-0.10065798637577322,0.169618159532547
0.116615602851352,-0.10306913296711578,0.17051541805267334
0.11662446477585829,-0.10310841310674085,0.16913585364818573
0.11665866666020613,-0.10123948099515329,0.16991129517555237
0.11666491127535544,-0.10861595787254351,0.17460881173610687
0.1166880550476681,-0.10525867762018921,0.17216609418392181
0.11675572906380627,-0.10411243490132145,0.17296233773231506
0.11685108026303036,-0.10380858043099578,0.17191873490810394
0.11689511093533088,-0.10774735530273014,0.17465460300445557
0.11690386448639575,-0.10360661719327437,0.17198236286640167
0.11690949963802649,-0.10853082045401768,0.1748841106891632
0.11693818051981891,-0.10591771214350588,0.1740504801273346
0.1169472914708116,-0.10509312726110007,0.17292246222496033
0.11695282128610528,-0.10583729768439039,0.17453153431415558
0.11696204061053939,-0.1091927310510654,0.1746961921453476
0.11706161195005509,-0.10054846997038758,0.1703774780035019
0.11711595487490895,-0.10856721874427779,0.175576850771904
0.11712530907675414,-0.10687876002710284,0.17470037937164307
0.11714941971251319,-0.10928990661844541,0.1755976378917694
0.11718744750196473,-0.1049883380722065,0.17388753592967987
0.11722201408042647,-0.10643556070622107,0.17620719969272614
0.11723385648985145,-0.10245380614786914,0.17029476165771484
0.11724058760670578,-0.10810253535572113,0.17549538612365723
0.11728833581066857,-0.10542865554372333,0.1744530200958252
0.11730333397688276,-0.1086643943116578,0.1764782965183258
0.11731700787972274,-0.10281555300884543,0.17361938953399658
0.1173514322865873,-0.10930666620815777,0.1769801676273346
0.11737075015379628,-0.10838202239045482,0.1770229935646057
0.11738035490068005,-0.10582969135706292,0.17639808356761932
0.11738801400507352,-0.1009644200063124,0.17142698168754578
0.1173888667194446,-0.1025528197881902,0.1734742969274521
0.11740265477135989,-0.10088400554719691,0.17190803587436676
0.1174038575914727,-0.10578855703757249,0.1754995733499527
0.11743204315882187,-0.10490320217223284,0.1741628348827362
0.11745026657935943,-0.10325402511323513,0.17190679907798767
0.11745937904890429,-0.10242943293664324,0.1707787811756134
0.1174745047983435,-0.10062127810217558,0.17176294326782227
0.11747954081774609,-0.10309319467645199,0.17286892235279083
0.11747979136278466,-0.10222932236023503,0.17312048375606537
0.11748075093204498,-0.10799774768537974,0.17646045982837677
0.11750942300109915,-0.10538464515050185,0.17562682926654816
0.11751264825542251,-0.10049972932356967,0.17134550213813782
0.11752296932071411,-0.1045796974500916,0.1738090217113495
0.11758078652637774,-0.10684966537501876,0.17497862875461578
0.1175908792935187,-0.10256957937790255,0.17485681176185608
0.11762385033523187,-0.10502001340305625,0.1743745058774948
0.11762495207608936,-0.10574454816290318,0.17667336761951447
0.11764207375576943,-0.10337083634405854,0.17211847007274628
0.11765203590258103,-0.10413465853771661,0.17303776741027832
0.11776791660186516,-0.10781070596442964,0.17562852799892426
0.11776926159357515,-0.10767136688950744,0.17817895114421844
0.11777188467856602,-0.10033417896448052,0.17210187017917633
0.11780236903125157,-0.10507790153662513,0.17665553092956543
0.11781208063302459,-0.10670559604650015,0.17732328176498413
0.11782107743494197,-0.10170098410227525,0.17490258812904358
0.11784075422063092,-0.10409248621743618,0.17648963630199432
0.1178590917902438,-0.10662333622025753,0.17552627623081207
0.11786808859216119,-0.10161872427603265,0.17310558259487152
0.11788358055426645,-0.10312671689298104,0.17563396692276
0.11788740645937015,-0.10069408045832969,0.17314842343330383
0.11790708324505911,-0.10308558257349061,0.17473545670509338
0.11795457938543116,-0.10127558237189584,0.1734415590763092
0.11796525936920274,-0.10867169643128163,0.1774492859840393
0.11797365400178762,-0.101214812388962,0.17323283851146698
0.11801360822394587,-0.10845009601156466,0.17820270359516144
0.11801779152897737,-0.10933361280396327,0.1772613674402237
0.11801852857572097,-0.10674199281820808,0.17801600694656372
0.11802789007175224,-0.1050535356195853,0.177139550447464
0.11803292609115483,-0.10752545219386171,0.17824552953243256
0.1180416796422197,-0.10338471408440594,0.17557328939437866
0.11804228029300003,-0.10583699347668676,0.17736905813217163
0.11805632040850607,-0.10330429962529046,0.17605435848236084
0.11805667051424781,-0.10662045133378824,0.17759858071804047
0.11807538773067647,-0.10324352812380445,0.17584563791751862
0.11819595130651708,-0.10607535500466828,0.17799817025661469
